137137.6,456000.5,Binnenstad,False,22.957402787826314,30543.108190098315,Binnenstad,0.013,125.1
135836.6,455877.5,Binnenstad,False,20.331291743682428,36792.03633975076,Binnenstad,0.013,181.4
136756.9989143694,455242.5009973454,Binnenstad,False,19.9518493028109,34648.93549415598,Binnenstad,0.013,145.3
136754.9,456546.1,Binnenstad,False,22.028414522130504,29281.115858245725,Binnenstad,0.013,125.9
136634.1,456232.9,Binnenstad,False,23.1046014066276,32064.19924409439,Binnenstad,0.013,13.5
136257.7,456230.2,Binnenstad,False,21.20788134479655,38754.30961129145,Binnenstad,0.013,76.8
136173.5,455877.9,Binnenstad,False,24.776890869661536,26519.96226982078,Binnenstad,0.013,83.9
136354.4,456487.6,Binnenstad,False,22.882910326943126,32513.26211343147,Binnenstad,0.013,309.6
136986.6,456360.0,Binnenstad,False,21.57796416949991,37597.8087761166,Binnenstad,0.013,34.5
136877.6,455272.9,Binnenstad,False,21.009552116442563,31199.778793204696,Binnenstad,0.013,125.5
136804.3,456433.6,Binnenstad,False,20.696339303365562,31763.341545133837,Binnenstad,0.013,74.0
136482.2,456424.4,Binnenstad,False,23.165918127257864,33515.87309318933,Binnenstad,0.013,180.4
136685.7,455673.2,Binnenstad,False,21.306862365949595,38274.16887837286,Binnenstad,0.013,115.7
136717.9002829785,455893.09849370527,Binnenstad,False,18.881938538301238,31883.294009946047,Binnenstad,0.013,53.1
136795.9,456343.2,Binnenstad,False,21.04748323411476,32468.054121061803,Binnenstad,0.013,16.0
136948.3,455186.1,Binnenstad,False,23.223170596685026,32496.946173144446,Binnenstad,0.013,149.5
136532.6,456191.7,Binnenstad,False,19.6679470749024,40417.79024817637,Binnenstad,0.013,73.7
136842.8,455442.7,Binnenstad,False,19.62289123934395,40360.35826692136,Binnenstad,0.013,72.8
136865.8,456061.8,Binnenstad,False,21.901928792587764,36812.16169363663,Binnenstad,0.013,46.9
136806.1,455051.1,Binnenstad,False,21.90369655741994,34958.55919752457,Binnenstad,0.013,106.2
136831.0,455503.3,Binnenstad,False,22.560166134728455,36012.10572768873,Binnenstad,0.013,47.9
136976.5,455959.3,Binnenstad,False,23.936363482097853,38272.1960844524,Binnenstad,0.013,139.1
136925.2,455332.9,Binnenstad,False,23.136514079108064,30992.498394792827,Binnenstad,0.013,124.5
136300.7,455974.8,Binnenstad,False,22.41055046833653,37327.48713434631,Binnenstad,0.013,58.3
137169.4,455577.1,Binnenstad,False,23.123637648449417,30038.357996752962,Binnenstad,0.013,324.0
135718.2,455458.5,Binnenstad,False,20.56693704866034,31886.74549263977,Binnenstad,0.013,331.9
136482.4,456262.2,Binnenstad,False,20.815447395982808,36521.3155874009,Binnenstad,0.013,91.1
136585.3,456277.2,Binnenstad,False,19.960884677625316,29513.957899322093,Binnenstad,0.013,14.7
136591.7,455904.0,Binnenstad,False,20.379769896888508,33379.793839434,Binnenstad,0.013,77.0
